mic	X1	X2	value
4	ZNF707	SLC15A2	0.8764
8	ATP1A1	SLC1A1	0.5061
7	LAMP1	SLC1A1	0.597
32	TM9SF4	SLC1A1	0.6277
1	ASXL3	SLC1A1	0.5653
1	MED30	SLC1A1	0.6636
13	MOB1B	SLC1A1	0.649
37	TRHDE	SLC1A1	0.5712
16	DDAH1	SLC1A2	0.765
22	RASGRP1	SLC1A2	0.5938
6	HSDL2	SLC1A2	0.5663
1	MED30	SLC1A2	0.6442
2	PLEKHH2	SLC1A2	0.5387
4	SCRG1	SLC1A2	0.5571
19	SLC22A3	SLC1A2	0.54
51	ZNF292	SLC1A2	0.8216
1	BVES	SLC1A3	0.6026
8	COL1A2	SLC1A3	0.5709
1	PFKFB4	SLC1A3	0.537
20	TM9SF4	SLC1A3	0.6354
5	ATP8A1	SLC1A3	0.7254
1	FRMPD3	SLC1A3	0.5048
15	PPIG	SLC1A3	0.6071
36	TGFBR3	SLC1A3	0.5562
27	TRHDE	SLC1A3	0.9396
18	VIM	SLC1A3	0.604
20	COL1A2	SLC20A1	0.5543
4	DDAH1	SLC20A1	0.578
3	LGALS3BP	SLC20A1	0.7564
8	SEL1L3	SLC20A1	0.6999
8	ATP8A1	SLC20A1	0.7173
10	LRCH2	SLC20A1	0.6291
5	PLEKHH2	SLC20A1	0.609
8	SCRG1	SLC20A1	0.5196
20	SFMBT2	SLC20A1	0.537
11	SLC22A3	SLC20A1	0.6636
19	SNCAIP	SLC20A1	0.6458
8	TPTE2P3	SLC20A1	0.5659
3	DTL	SLC50A1	0.5532
4	PRR5-ARHGAP8	SLC50A1	0.6958
14	UGT8	SLC50A1	0.719
4	ZNF707	SLC50A1	0.7193
2	GRHL2	SLFN13	0.6533
1	HUNK	SLFN13	0.5368
7	PTPRS	SLFN13	0.7779
9	RASGRP1	SLFN13	0.5289
25	TCF7L2	SLFN13	0.8186
9	ZNF707	SLFN13	0.6579
7	AKT3	SLFN13	0.5144
4	MOB1B	SLFN13	0.5219
16	TMEM161B	SLFN13	0.6063
20	ZNF292	SLFN13	0.5971
5	ENC1	SLPI	0.5927
1	RAB5C	SLPI	0.636
9	CNOT7	SLPI	0.5919
7	GPBP1	SLPI	0.5355
6	MOB1B	SLPI	0.6853
2	OCRL	SLPI	0.8432
11	PPARG	SLPI	0.6206
11	PSD3	SLPI	0.6842
5	REPS2	SLPI	0.6387
7	TCTN1	SLPI	0.5342
4	TMEM161B	SLPI	0.7762
11	TMEM50B	SLPI	0.5627
9	ZNF292	SLPI	0.6192
11	ZNF483	SLPI	0.523
1	AP1S1	SMPD2	0.5622
1	DDAH1	SMPD2	0.607
1	GRHL2	SMPD2	0.7023
1	NCAPG	SMPD2	0.5068
5	PTPRS	SMPD2	0.5339
4	SKA3	SMPD2	0.6448
5	AKT3	SMPD2	0.567
1	LUC7L3	SMPD2	0.5547
1	TRMU	SMPD2	0.5611
5	VPS35	SMPD2	0.6489
7	ZNF292	SMPD2	0.7996
2	ACTR2	SNCB	0.6534
1	DDAH1	SNCB	0.5258
4	ENC1	SNCB	0.556
2	RAB5C	SNCB	0.533
1	AKT3	SNCB	0.6217
1	ARHGAP10	SNCB	0.6013
6	CNOT7	SNCB	0.5175
2	ELF2	SNCB	0.5163
2	GPBP1	SNCB	0.8386
1	LRCH2	SNCB	0.613
6	LUC7L3	SNCB	0.8015
1	PDZRN3	SNCB	0.5154
2	PLEKHH2	SNCB	0.8236
6	RALGAPA1	SNCB	0.7292
3	RHOBTB3	SNCB	0.6001
8	RILPL1	SNCB	0.5744
11	RPH3AL	SNCB	0.5601
1	SCRG1	SNCB	0.8233
4	SFMBT2	SNCB	0.7518
4	SLC22A3	SNCB	0.6904
11	SLC35F5	SNCB	0.5607
12	STXBP4	SNCB	0.6264
8	TMEM161B	SNCB	0.5725
2	TRMU	SNCB	0.6319
8	VPS35	SNCB	0.7194
2	ZFPM2	SNCB	0.5577
3	ZFY	SNCB	0.7332
17	ZNF292	SNCB	0.8929
3	ZNF93	SNCB	0.5248
10	GRHL2	SORL1	0.648
4	LAMP1	SORL1	0.6647
12	PTPRS	SORL1	0.729
12	RASGRP1	SORL1	0.7127
41	TCF7L2	SORL1	0.7249
1	ZNF707	SORL1	0.735
43	ZNF292	SORL1	0.5749
1	BVES	SORT1	0.538
9	COL1A2	SORT1	0.6726
1	LGALS3BP	SORT1	0.5505
27	SEL1L3	SORT1	0.6661
230	SORT1	SORT1	0.6246
7	ATP8A1	SORT1	0.7799
13	PPIG	SORT1	0.7463
42	TGFBR3	SORT1	0.5088
11	TPTE2P3	SORT1	0.568
27	TRHDE	SORT1	0.5232
4	AP1S1	SOX9	0.8772
1	AURKA	SOX9	0.678
14	GRHL2	SOX9	0.7493
3	HUNK	SOX9	0.5207
23	PRKX	SOX9	0.5898
18	PTPRS	SOX9	0.7066
40	RAPGEF5	SOX9	0.6415
12	SKA3	SOX9	0.7264
34	STK35	SOX9	0.6205
40	TCF7L2	SOX9	0.7277
15	AKT3	SOX9	0.6101
1	AQR	SOX9	0.6357
13	ELF2	SOX9	0.5795
2	FBXO31	SOX9	0.7743
4	MBOAT2	SOX9	0.7203
10	OCRL	SOX9	0.716
13	PLEKHA5	SOX9	0.6002
28	REPS2	SOX9	0.5539
19	TCTN1	SOX9	0.6018
22	TMEM161B	SOX9	0.6589
4	TRMU	SOX9	0.5518
33	VPS35	SOX9	0.6222
57	ZNF292	SOX9	0.5407
8	ZNF66	SOX9	0.562
16	ZNF93	SOX9	0.6049
4	COL1A2	SPP1	0.5936
1	ASXL3	SPP1	0.6213
8	ATP8A1	SPP1	0.5995
4	KANSL2	SPP1	0.5336
1	MED30	SPP1	0.7898
27	PPARG	SPP1	0.5715
24	PSD3	SPP1	0.5331
19	SLC22A3	SPP1	0.5447
17	SNCAIP	SPP1	0.5726
20	TRHDE	SPP1	0.7322
5	VIM	SPP1	0.6048
15	ZNF483	SPP1	0.521
2	AK2	SPTBN2	0.7438
4	AP1S1	SPTBN2	0.7976
1	AURKA	SPTBN2	0.8027
1	CCDC146	SPTBN2	0.7135
1	FADS2	SPTBN2	0.6908
2	GRHL2	SPTBN2	0.7437
9	HDGF	SPTBN2	0.8331
6	LMNB1	SPTBN2	0.6393
8	PRKX	SPTBN2	0.649
3	PRR5-ARHGAP8	SPTBN2	0.7521
5	PTPRS	SPTBN2	0.623
14	RAPGEF5	SPTBN2	0.878
5	SKA3	SPTBN2	0.6089
25	STK35	SPTBN2	0.8182
39	TCF7L2	SPTBN2	0.7546
21	ZNF608	SPTBN2	0.6308
1	FBXO31	SPTBN2	0.7296
2	PLEKHA5	SPTBN2	0.5484
10	TRPC1	SPTBN2	0.5899
3	ZNF93	SPTBN2	0.5219
6	ENC1	SRA1	0.5902
11	CNOT7	SRA1	0.5405
5	GPBP1	SRA1	0.5011
1	GPN3	SRA1	0.7641
2	HSDL2	SRA1	0.5825
9	MOB1B	SRA1	0.6579
5	OCRL	SRA1	0.7929
17	PPARG	SRA1	0.6058
9	PSD3	SRA1	0.7228
7	REPS2	SRA1	0.6402
1	TMEM161B	SRA1	0.7119
17	TMEM50B	SRA1	0.65
7	ZNF292	SRA1	0.5017
8	ZNF483	SRA1	0.5822
4	AURKA	SRPK1	0.6225
8	GRHL2	SRPK1	0.733
9	PRR5-ARHGAP8	SRPK1	0.7206
14	PTPRS	SRPK1	0.5069
31	STK35	SRPK1	0.5152
6	ZNF707	SRPK1	0.7365
19	DTL	SSX2IP	0.6044
34	GRHL2	SSX2IP	0.516
6	HUNK	SSX2IP	0.5318
15	PRR5-ARHGAP8	SSX2IP	0.6801
55	UGT8	SSX2IP	0.765
6	ZNF707	SSX2IP	0.8454
1	ACTR2	STAB1	0.6878
1	GPBP1	STAB1	0.6391
3	RALGAPA1	STAB1	0.5961
1	SLC22A3	STAB1	0.6335
2	ZNF292	STAB1	0.9259
21	ACTR2	STK17B	0.5043
16	DDAH1	STK17B	0.8205
29	RASGRP1	STK17B	0.6997
93	ZNF292	STK17B	0.8504
7	BVES	STK38L	0.6394
4	LGALS3BP	STK38L	0.6098
36	SEL1L3	STK38L	0.7117
42	SORT1	STK38L	0.8162
16	ULK4	STK38L	0.6501
5	BVES	STON2	0.7707
5	ITGA3	STON2	0.6049
4	LGALS3BP	STON2	0.5923
11	PFKFB4	STON2	0.5192
31	SORT1	STON2	0.5724
34	TM9SF4	STON2	0.5232
6	ATP8A1	STON2	0.6119
9	PPIG	STON2	0.6103
51	TRHDE	STON2	0.725
2	PTPRS	STXBP2	0.629
21	TCF7L2	STXBP2	0.7132
2	CNOT7	STXBP2	0.5092
3	HSDL2	STXBP2	0.5205
2	MBOAT2	STXBP2	0.5916
1	MOB1B	STXBP2	0.6459
1	OCRL	STXBP2	0.6789
3	TMEM161B	STXBP2	0.6893
14	ZNF292	STXBP2	0.6237
7	ENC1	SYK	0.9554
15	RAB5C	SYK	0.599
16	AKT3	SYK	0.6707
1	ARHGAP10	SYK	0.8933
4	ATXN3	SYK	0.7919
16	CNOT7	SYK	0.9026
15	ELF2	SYK	0.7013
2	FAM210B	SYK	0.7426
5	GPBP1	SYK	0.6704
2	GPN3	SYK	0.8944
4	HSDL2	SYK	0.8288
2	KANSL2	SYK	0.825
15	LUC7L3	SYK	0.7149
5	MBOAT2	SYK	0.7549
17	MOB1B	SYK	0.8785
6	OCRL	SYK	0.7611
5	PDZRN3	SYK	0.785
5	PELI2	SYK	0.7434
6	PLEKHA5	SYK	0.7383
5	PLEKHH2	SYK	0.6103
39	PPARG	SYK	0.9349
40	PSD3	SYK	0.9404
12	RAD9B	SYK	0.7487
23	RALGAPA1	SYK	0.7923
33	REPS2	SYK	0.8316
28	RHOBTB3	SYK	0.7975
29	RILPL1	SYK	0.7926
20	RPH3AL	SYK	0.7945
25	RPS6KA6	SYK	0.7998
13	SCRG1	SYK	0.5843
34	SFMBT2	SYK	0.7095
16	SLC22A3	SYK	0.6293
49	SLC35F5	SYK	0.6714
42	SLC6A6	SYK	0.9088
30	SNCAIP	SYK	0.6154
19	STAMBPL1	SYK	0.8755
27	STXBP4	SYK	0.8214
25	TCTN1	SYK	0.796
34	TGFBR3	SYK	0.5082
14	TMEM161B	SYK	0.8273
22	TMEM38B	SYK	0.5382
31	TMEM50B	SYK	0.7034
8	TPTE2P3	SYK	0.5019
11	TRPC1	SYK	0.5111
13	TTC8	SYK	0.5909
30	TUSC3	SYK	0.9121
14	VIM	SYK	0.7343
19	VPS35	SYK	0.6072
23	ZFPM2	SYK	0.7542
13	ZFY	SYK	0.5682
19	ZNF483	SYK	0.9273
9	ZNF66	SYK	0.6452
18	ZNF93	SYK	0.5799
1	AK2	SYTL1	0.5994
8	DTL	SYTL1	0.527
4	GRHL2	SYTL1	0.5367
7	LAMP1	SYTL1	0.7624
3	PTPRS	SYTL1	0.6842
10	TCF7L2	SYTL1	0.8318
5	UGT8	SYTL1	0.5095
4	ZNF707	SYTL1	0.8679
2	CFL1	SYTL2	0.6024
12	COL1A2	SYTL2	0.7882
11	ENC1	SYTL2	0.5218
14	ATP8A1	SYTL2	0.6019
2	GPN3	SYTL2	0.5721
3	KANSL2	SYTL2	0.6367
4	PLEKHH2	SYTL2	0.5719
24	PPARG	SYTL2	0.5991
26	PSD3	SYTL2	0.7012
3	RAD9B	SYTL2	0.5697
22	RALGAPA1	SYTL2	0.5571
11	SFMBT2	SYTL2	0.5619
22	SLC22A3	SYTL2	0.5729
22	SNCAIP	SYTL2	0.6457
6	TPTE2P3	SYTL2	0.5939
17	TRHDE	SYTL2	0.5388
5	VIM	SYTL2	0.5707
19	ZNF483	SYTL2	0.6229
8	ENC1	TACR1	0.5162
12	RAB5C	TACR1	0.5718
22	CNOT7	TACR1	0.5682
7	GPBP1	TACR1	0.5464
1	GPN3	TACR1	0.7163
1	HSDL2	TACR1	0.7005
8	MBOAT2	TACR1	0.5583
12	MOB1B	TACR1	0.626
2	OCRL	TACR1	0.8314
44	PPARG	TACR1	0.5638
43	PSD3	TACR1	0.5509
31	REPS2	TACR1	0.5299
28	TCTN1	TACR1	0.5053
21	TMEM161B	TACR1	0.7832
45	ZNF292	TACR1	0.7782
1	BVES	TAP1	0.5005
2	DDAH1	TAP1	0.5872
6	SEL1L3	TAP1	0.5413
1	ATP8A1	TAP1	0.6607
1	LRCH2	TAP1	0.582
2	PLEKHH2	TAP1	0.5182
9	SLC22A3	TAP1	0.6291
10	SNCAIP	TAP1	0.577
1	COL1A2	TBRG4	0.8329
1	ENC1	TBRG4	0.6323
2	RAB5C	TBRG4	0.8213
10	WNK1	TBRG4	0.6141
1	GPBP1	TBRG4	0.6655
2	PDZRN3	TBRG4	0.5478
13	PPARG	TBRG4	0.5001
17	PSD3	TBRG4	0.7654
2	RAD9B	TBRG4	0.5732
4	RALGAPA1	TBRG4	0.6591
17	RHOBTB3	TBRG4	0.6341
2	RILPL1	TBRG4	0.6622
1	SCRG1	TBRG4	0.5589
10	SFMBT2	TBRG4	0.6625
9	SLC22A3	TBRG4	0.5234
13	SLC35F5	TBRG4	0.6232
12	SLC6A6	TBRG4	0.6546
5	SNCAIP	TBRG4	0.6197
9	TGFBR3	TBRG4	0.5263
13	TMEM50B	TBRG4	0.7417
7	TPTE2P3	TBRG4	0.7782
3	ZFPM2	TBRG4	0.5431
12	ZNF483	TBRG4	0.6136
1	ZNF569	TBRG4	0.6776
4	DDAH1	TBXAS1	0.6869
2	LGALS3BP	TBXAS1	0.7167
7	SEL1L3	TBXAS1	0.5917
5	ATP8A1	TBXAS1	0.6191
13	LRCH2	TBXAS1	0.6141
1	PLEKHH2	TBXAS1	0.6055
5	SCRG1	TBXAS1	0.5274
23	SFMBT2	TBXAS1	0.5179
21	SLC22A3	TBXAS1	0.6652
18	SNCAIP	TBXAS1	0.5795
8	SEL1L3	TCF3	0.6314
18	SORT1	TCF3	0.7815
4	ATP8A1	TCF3	0.5386
10	PPIG	TCF3	0.7287
3	BVES	TEC	0.6727
3	LGALS3BP	TEC	0.5491
8	SEL1L3	TEC	0.5915
17	SORT1	TEC	0.7608
2	ULK4	TEC	0.5048
4	ATP8A1	TEC	0.5184
6	PPIG	TEC	0.592
7	COL1A2	TGFBI	0.5557
5	DDAH1	TGFBI	0.5118
3	LGALS3BP	TGFBI	0.6627
9	ATP8A1	TGFBI	0.7373
12	LRCH2	TGFBI	0.6092
3	PLEKHH2	TGFBI	0.6202
13	SFMBT2	TGFBI	0.562
18	SLC22A3	TGFBI	0.7121
15	SNCAIP	TGFBI	0.6869
6	TPTE2P3	TGFBI	0.5217
18	TRHDE	TGFBI	0.5479
6	COL1A2	THRB	0.5023
36	TM9SF4	THRB	0.6495
1	ASXL3	THRB	0.72
10	ATP8A1	THRB	0.5517
44	TRHDE	THRB	0.8916
13	VIM	THRB	0.6594
48	ZNF483	THRB	0.5157
7	ACTR2	TLR10	0.8884
2	DDAH1	TLR10	0.7416
1	NCAPG	TLR10	0.758
2	SKA3	TLR10	0.608
1	GPBP1	TLR10	0.7282
3	HSDL2	TLR10	0.5377
1	PLEKHH2	TLR10	0.7048
14	RALGAPA1	TLR10	0.5582
2	SCRG1	TLR10	0.7628
8	SFMBT2	TLR10	0.5909
10	SLC22A3	TLR10	0.5069
4	ZFY	TLR10	0.5615
9	ZNF292	TLR10	0.8744
26	COL1A2	TMBIM6	0.7079
6	LGALS3BP	TMBIM6	0.5935
15	SEL1L3	TMBIM6	0.8229
39	SORT1	TMBIM6	0.663
13	ATP8A1	TMBIM6	0.7891
13	PPIG	TMBIM6	0.6411
28	SNCAIP	TMBIM6	0.5361
13	TPTE2P3	TMBIM6	0.6832
1	REPS2	TMEM102	0.558
1	BVES	TMEM8A	0.6257
1	LGALS3BP	TMEM8A	0.6725
6	RASGRP1	TMEM8A	0.5807
1	ATP8A1	TMEM8A	0.606
3	LRCH2	TMEM8A	0.5227
9	TRHDE	TMEM8A	0.707
1	BVES	TNC	0.6304
4	LGALS3BP	TNC	0.7944
9	SEL1L3	TNC	0.8175
18	SORT1	TNC	0.622
9	ULK4	TNC	0.6852
12	ATP8A1	TNC	0.5891
18	LRCH2	TNC	0.5623
8	GRHL2	TNFAIP2	0.5542
7	LAMP1	TNFAIP2	0.6922
5	PTPRS	TNFAIP2	0.6425
6	RASGRP1	TNFAIP2	0.6075
26	TCF7L2	TNFAIP2	0.7197
2	ZNF707	TNFAIP2	0.5488
3	FBXO31	TNFAIP2	0.5264
4	OCRL	TNFAIP2	0.573
10	TMEM161B	TNFAIP2	0.5905
30	ZNF292	TNFAIP2	0.6786
4	DDAH1	TNFAIP8	0.5094
3	LGALS3BP	TNFAIP8	0.8354
6	SEL1L3	TNFAIP8	0.7755
14	ULK4	TNFAIP8	0.614
8	ATP8A1	TNFAIP8	0.685
13	LRCH2	TNFAIP8	0.6252
22	SLC22A3	TNFAIP8	0.5146
39	SNCAIP	TNFAIP8	0.5126
2	ACTR2	TNFAIP8L2	0.513
1	CFL1	TNFAIP8L2	0.6229
3	COL1A2	TNFAIP8L2	0.6159
1	DDAH1	TNFAIP8L2	0.6221
1	KRT7	TNFAIP8L2	0.5097
1	LGALS3BP	TNFAIP8L2	0.5763
2	ATP8A1	TNFAIP8L2	0.5361
1	PLEKHH2	TNFAIP8L2	0.6634
6	RALGAPA1	TNFAIP8L2	0.5119
1	SCRG1	TNFAIP8L2	0.5834
11	SFMBT2	TNFAIP8L2	0.5758
3	SLC22A3	TNFAIP8L2	0.6302
6	SNCAIP	TNFAIP8L2	0.5782
1	TPTE2P3	TNFAIP8L2	0.5178
10	ZNF292	TNFAIP8L2	0.5055
1	ENC1	TNFRSF10A	0.5126
9	PRKX	TNFRSF10A	0.5388
1	AQR	TNFRSF10A	0.5941
9	CNOT7	TNFRSF10A	0.602
3	GPN3	TNFRSF10A	0.6849
2	HSDL2	TNFRSF10A	0.5682
2	MBOAT2	TNFRSF10A	0.5937
9	MOB1B	TNFRSF10A	0.7682
10	OCRL	TNFRSF10A	0.8237
4	PLEKHA5	TNFRSF10A	0.5068
18	PPARG	TNFRSF10A	0.5674
8	PSD3	TNFRSF10A	0.622
15	REPS2	TNFRSF10A	0.7206
7	TCTN1	TNFRSF10A	0.5519
4	TMEM161B	TNFRSF10A	0.7654
12	TMEM50B	TNFRSF10A	0.5752
14	ZNF483	TNFRSF10A	0.5372
1	CFL1	TNFRSF12A	0.7193
7	COL1A2	TNFRSF12A	0.7669
1	KRT7	TNFRSF12A	0.5184
4	RAB5C	TNFRSF12A	0.5158
5	ATP8A1	TNFRSF12A	0.6122
2	GPBP1	TNFRSF12A	0.5198
1	KANSL2	TNFRSF12A	0.5735
10	PPARG	TNFRSF12A	0.5473
5	PSD3	TNFRSF12A	0.6208
3	RALGAPA1	TNFRSF12A	0.6435
6	SFMBT2	TNFRSF12A	0.6766
3	SLC22A3	TNFRSF12A	0.6812
6	SNCAIP	TNFRSF12A	0.6987
5	TPTE2P3	TNFRSF12A	0.6575
4	AP1S1	TNFRSF19	0.735
1	AURKA	TNFRSF19	0.9941
1	FADS2	TNFRSF19	0.6394
8	GRHL2	TNFRSF19	0.7989
9	HDGF	TNFRSF19	0.7215
12	LMNB1	TNFRSF19	0.6227
2	NUSAP1	TNFRSF19	0.7423
11	PRR5-ARHGAP8	TNFRSF19	0.7826
19	RACGAP1	TNFRSF19	0.5597
31	RAPGEF5	TNFRSF19	0.7385
6	SCNN1A	TNFRSF19	0.5751
13	SKA3	TNFRSF19	0.749
36	STK35	TNFRSF19	0.9695
58	ZNF608	TNFRSF19	0.7815
4	FBXO31	TNFRSF19	0.5064
4	TRMU	TNFRSF19	0.6218
26	TRPC1	TNFRSF19	0.5677
14	ZNF66	TNFRSF19	0.5253
14	ZNF93	TNFRSF19	0.5923
8	BVES	TNFRSF21	0.6279
4	LGALS3BP	TNFRSF21	0.8085
23	SEL1L3	TNFRSF21	0.8387
29	SORT1	TNFRSF21	0.6217
9	ULK4	TNFRSF21	0.6562
20	ATP8A1	TNFRSF21	0.675
12	LRCH2	TNFRSF21	0.5764
4	DDAH1	TNFSF10	0.5901
20	GRHL2	TNFSF10	0.5828
15	LAMP1	TNFSF10	0.5873
18	RASGRP1	TNFSF10	0.8577
3	ZNF707	TNFSF10	0.6968
3	AK2	TONSL	0.5981
1	DTL	TONSL	0.6766
2	PTPRS	TONSL	0.6325
4	TCF7L2	TONSL	0.7188
2	UGT8	TONSL	0.8178
4	ZNF707	TONSL	0.9069
4	CFL1	TOP2A	0.5294
24	COL1A2	TOP2A	0.6341
5	KRT7	TOP2A	0.6263
20	RACGAP1	TOP2A	0.6779
11	SEL1L3	TOP2A	0.7549
23	SORT1	TOP2A	0.7135
63	WNK1	TOP2A	0.8079
10	PPIG	TOP2A	0.6505
9	TPTE2P3	TOP2A	0.6382
7	ZNF569	TOP2A	0.7439
1	DTL	TP53I3	0.6797
1	TCF7L2	TP53I3	0.7959
9	GRHL2	TPBG	0.607
7	LAMP1	TPBG	0.6421
11	PTPRS	TPBG	0.5783
18	RASGRP1	TPBG	0.8426
30	TCF7L2	TPBG	0.5703
5	ZNF707	TPBG	0.8055
1	LAMP1	TPD52	0.6161
24	RASGRP1	TPD52	0.7735
32	TRHDE	TPD52	0.6342
1	FADS2	TPX2	0.6168
5	HDGF	TPX2	0.6739
12	RACGAP1	TPX2	0.5157
14	SORT1	TPX2	0.7719
24	UGT8	TPX2	0.5143
34	WNK1	TPX2	0.5166
8	PPIG	TPX2	0.5949
4	AK2	TRAF7	0.6529
5	AP1S1	TRAF7	0.8499
1	AURKA	TRAF7	0.7108
1	CCDC146	TRAF7	0.5656
5	FADS2	TRAF7	0.7203
3	GRHL2	TRAF7	0.6294
8	HDGF	TRAF7	0.7704
13	PRKX	TRAF7	0.613
6	PRR5-ARHGAP8	TRAF7	0.6034
8	PTPRS	TRAF7	0.6395
25	RAPGEF5	TRAF7	0.7678
9	SKA3	TRAF7	0.5851
30	STK35	TRAF7	0.7726
33	TCF7L2	TRAF7	0.7106
4	ATXN3	TRAF7	0.6253
5	ELF2	TRAF7	0.6128
1	FAM210B	TRAF7	0.5484
2	FBXO31	TRAF7	0.8167
2	MBOAT2	TRAF7	0.6213
4	OCRL	TRAF7	0.5142
5	PELI2	TRAF7	0.641
8	PLEKHA5	TRAF7	0.697
24	REPS2	TRAF7	0.6863
11	TCTN1	TRAF7	0.5772
2	TRMU	TRAF7	0.5173
11	TRPC1	TRAF7	0.6972
3	ZNF66	TRAF7	0.6343
9	ZNF93	TRAF7	0.6362
3	COL1A2	TRAIP	0.9147
3	KRT7	TRAIP	0.5269
3	PFKFB4	TRAIP	0.5138
3	ATP8A1	TRAIP	0.7064
4	KANSL2	TRAIP	0.5834
3	PPIG	TRAIP	0.7112
3	RAD9B	TRAIP	0.6699
15	SNCAIP	TRAIP	0.5306
16	TGFBR3	TRAIP	0.7777
4	TPTE2P3	TRAIP	0.6181
10	TRHDE	TRAIP	0.6522
4	VIM	TRAIP	0.5552
9	ZNF483	TRAIP	0.5482
3	COL1A2	TREM1	0.6284
1	LGALS3BP	TREM1	0.591
1	ATP8A1	TREM1	0.7892
1	LRCH2	TREM1	0.5006
5	SLC22A3	TREM1	0.6317
3	SNCAIP	TREM1	0.6745
5	TRHDE	TREM1	0.7565
3	VIM	TREM1	0.5632
1	ACTR2	TREM2	0.5165
1	PLEKHH2	TREM2	0.764
5	PPARG	TREM2	0.5114
5	RALGAPA1	TREM2	0.6301
1	SCRG1	TREM2	0.6746
4	SLC22A3	TREM2	0.7229
6	SNCAIP	TREM2	0.6077
5	ZNF292	TREM2	0.6868
14	ACTR2	TRIB3	0.7355
3	CCDC146	TRIB3	0.5124
12	DDAH1	TRIB3	0.6212
2	KIF15	TRIB3	0.6617
2	NCAPG	TRIB3	0.8505
5	NUSAP1	TRIB3	0.7471
7	SCNN1A	TRIB3	0.6158
10	SEL1L3	TRIB3	0.5451
3	SKA3	TRIB3	0.595
9	ULK4	TRIB3	0.581
35	ZNF608	TRIB3	0.5346
2	DDAH1	TSTA3	0.8142
4	RASGRP1	TSTA3	0.7128
3	ZNF292	TSTA3	0.7876
5	BVES	TXK	0.7633
6	LGALS3BP	TXK	0.6736
18	SEL1L3	TXK	0.5509
24	SORT1	TXK	0.6111
7	ULK4	TXK	0.5386
13	ATP8A1	TXK	0.5581
47	TRHDE	TXK	0.5419
7	COL1A2	TXNDC17	0.6933
1	LGALS3BP	TXNDC17	0.5978
1	NCAPG	TXNDC17	0.5985
11	SEL1L3	TXNDC17	0.9261
17	SORT1	TXNDC17	0.6002
6	ULK4	TXNDC17	0.5038
22	WNK1	TXNDC17	0.5965
6	ATP8A1	TXNDC17	0.7102
2	LRCH2	TXNDC17	0.5655
20	SNCAIP	TXNDC17	0.6039
20	TPTE2P3	TXNDC17	0.7715
6	ZNF569	TXNDC17	0.522
1	COL1A2	TYROBP	0.7236
1	LGALS3BP	TYROBP	0.6267
1	SEL1L3	TYROBP	0.5598
1	ATP8A1	TYROBP	0.7826
1	PLEKHH2	TYROBP	0.6817
3	RALGAPA1	TYROBP	0.5523
2	SFMBT2	TYROBP	0.6317
2	SLC22A3	TYROBP	0.7228
4	SNCAIP	TYROBP	0.7508
2	TPTE2P3	TYROBP	0.6757
1	AP1S1	UNC5B	0.9116
20	PRKX	UNC5B	0.6403
11	RAB5C	UNC5B	0.7861
21	RACGAP1	UNC5B	0.5007
16	RAPGEF5	UNC5B	0.5349
3	SKA3	UNC5B	0.7155
49	STK35	UNC5B	0.5319
17	AKT3	UNC5B	0.5045
1	AQR	UNC5B	0.8203
2	ATXN3	UNC5B	0.6552
8	CNOT7	UNC5B	0.5639
15	ELF2	UNC5B	0.7125
2	GPBP1	UNC5B	0.5151
5	LUC7L3	UNC5B	0.5542
5	MBOAT2	UNC5B	0.7138
2	OCRL	UNC5B	0.8077
1	PDZRN3	UNC5B	0.5663
6	PELI2	UNC5B	0.5615
2	PLEKHA5	UNC5B	0.6638
45	PSD3	UNC5B	0.5014
23	REPS2	UNC5B	0.7965
14	RPS6KA6	UNC5B	0.5143
15	TCTN1	UNC5B	0.6916
14	TMEM161B	UNC5B	0.7073
12	TMEM50B	UNC5B	0.7165
3	TRMU	UNC5B	0.5981
20	TRPC1	UNC5B	0.6248
15	VPS35	UNC5B	0.5241
1	ZNF66	UNC5B	0.738
6	ZNF93	UNC5B	0.702
4	BVES	USP14	0.762
3	ITGA3	USP14	0.6181
3	LGALS3BP	USP14	0.7466
18	RASGRP1	USP14	0.5612
5	ATP8A1	USP14	0.5962
31	TRHDE	USP14	0.7965
1	BVES	USP28	0.8023
5	ITGA3	USP28	0.5693
2	LGALS3BP	USP28	0.7684
15	SEL1L3	USP28	0.7041
25	SORT1	USP28	0.8178
6	ULK4	USP28	0.7481
1	LAMP1	VAV1	0.5758
1	CRYM-AS1	VAV1	0.6552
1	HSDL2	VAV1	0.5417
1	MOB1B	VAV1	0.6921
2	PPARG	VAV1	0.5645
5	TMEM161B	VAV1	0.5891
3	BVES	VCAN	0.6693
21	COL1A2	VCAN	0.5955
6	LGALS3BP	VCAN	0.7687
17	SEL1L3	VCAN	0.6377
19	ATP8A1	VCAN	0.8666
18	LRCH2	VCAN	0.5271
39	SNCAIP	VCAN	0.5864
16	TPTE2P3	VCAN	0.5072
52	TRHDE	VCAN	0.7044
20	LAMP1	VDAC1	0.6541
13	PTPRS	VDAC1	0.5155
10	RASGRP1	VDAC1	0.5338
45	TCF7L2	VDAC1	0.5672
7	HSDL2	VDAC1	0.5945
17	MBOAT2	VDAC1	0.533
1	MED30	VDAC1	0.5238
29	MOB1B	VDAC1	0.5941
20	OCRL	VDAC1	0.6672
34	TMEM161B	VDAC1	0.6758
58	ZNF292	VDAC1	0.7542
7	BVES	VEGFA	0.6002
12	ITGA3	VEGFA	0.5035
